Potential (V),Current (µA)
0.0,-0.019625
0.001,-0.008333334
0.002,-0.004
0.003,0.0010416666
0.004,0.0006666666
0.005,0.0039583333
0.006,0.0047083334
0.007,0.00625
0.008,0.0075416663
0.009,0.0058333334
0.01,0.0036666666
0.011,0.0072500003
0.012,0.006958334
0.013,0.012583334
0.014,0.009083333
0.015,0.009958333
0.016,0.0104583325
0.017,0.009374999
0.018,0.010833333
0.019,0.011208333
0.02,0.013125
0.021,0.013749999
0.022,0.008458334
0.023,0.010333333
0.024,0.0098749995
0.025,0.0132083325
0.026,0.016791666
0.027,0.0153749995
0.028,0.016999999
0.029,0.015625
0.03,0.017083334
0.031,0.019166667
0.032,0.014125
0.033,0.01625
0.034,0.013749999
0.035,0.015958333
0.036,0.017541667
0.037,0.016625
0.038,0.018541666
0.039,0.019000001
0.04,0.020333335
0.041,0.02475
0.042,0.021458333
0.043,0.02125
0.044,0.019833334
0.045,0.017708333
0.046,0.022541666
0.047,0.018916667
0.048,0.02275
0.049,0.021791667
0.05,0.023208335
0.051,0.025791666
0.052,0.024333334
0.053,0.023625001
0.054,0.023500001
0.055,0.022458335
0.056,0.024083333
0.057,0.022625
0.058,0.024541667
0.059,0.025958335
0.06,0.023958333
0.061,0.024708332
0.062,0.02275
0.063,0.024958333
0.064,0.024625001
0.065,0.023458332
0.066,0.024666667
0.067,0.025166666
0.068,0.028041666
0.069,0.031208334
0.07,0.029375
0.071,0.029083334
0.072,0.026874999
0.073,0.026041666
0.074,0.028333334
0.075,0.026625002
0.076,0.029208334
0.077,0.028333334
0.078,0.027583333
0.079,0.029749999
0.08,0.026791668
0.081,0.03204167
0.082,0.032541666
0.083,0.035708334
0.084,0.036791667
0.085,0.03266667
0.086,0.035249997
0.087,0.035083335
0.088,0.0365
0.089,0.033833332
0.09,0.031041667
0.091,0.032541666
0.092,0.034541663
0.093,0.034708332
0.094,0.038791668
0.095,0.03904167
0.096,0.04120833
0.097,0.041666668
0.098,0.040125
0.099,0.040916666
0.1,0.038291667
0.101,0.039916668
0.102,0.04329167
0.103,0.043041665
0.104,0.04479167
0.105,0.041166667
0.106,0.041458335
0.107,0.044208333
0.108,0.041666668
0.109,0.046374995
0.11,0.045333337
0.111,0.04895833
0.112,0.0485
0.113,0.047125
0.114,0.04829167
0.115,0.048666667
0.116,0.049916666
0.117,0.049791664
0.118,0.047208335
0.119,0.048666667
