Potential (V),Current (µA)
0.0,-12.5
0.001,-11.666667
0.002,-11.666667
0.003,-12.5
0.004,-11.666667
0.005,-10.833333
0.006,-10.0
0.007,-10.833333
0.008,-10.833333
0.009,-12.5
0.01,-11.666667
0.011,-12.5
0.012,-10.833333
0.013,-10.833333
0.014,-10.0
0.015,-10.0
0.016,-10.0
0.017,-10.0
0.018,-10.0
0.019,-10.833333
0.02,-10.833333
0.021,-11.666667
0.022,-11.666667
0.023,-11.666667
0.024,-11.666667
0.025,-11.666667
0.026,-10.833333
0.027,-10.0
0.028,-5.8333335
0.029,-6.6666665
0.03,-6.6666665
0.031,-10.0
0.032,-10.0
0.033,-10.0
0.034,-10.0
0.035,-6.6666665
0.036,-6.6666665
0.037,-6.6666665
0.038,-10.833333
0.039,-10.833333
0.04,-11.666667
0.041,-10.833333
0.042,-10.833333
0.043,-10.0
0.044,-10.0
0.045,-10.0
0.046,-10.833333
0.047,-10.833333
0.048,-10.833333
0.049,-10.0
0.05,-10.0
0.051,-10.0
0.052,-10.0
0.053,-10.0
0.054,-10.833333
0.055,-10.833333
0.056,-10.833333
0.057,-10.833333
0.058,-10.0
0.059,-10.0
0.06,-8.333333
0.061,-10.0
0.062,-11.666667
0.063,-12.5
0.064,-11.666667
0.065,-10.833333
0.066,-10.833333
0.067,-10.833333
0.068,-10.833333
0.069,-11.666667
0.07,-11.666667
0.071,-10.833333
0.072,-11.666667
0.073,-11.666667
0.074,-11.666667
0.075,-10.0
0.076,-11.666667
0.077,-11.666667
0.078,-11.666667
0.079,-9.166667
0.08,-9.166667
0.081,-9.166667
0.082,-10.0
0.083,-10.0
0.084,-10.0
0.085,-10.833333
0.086,-10.833333
0.087,-10.833333
0.088,-11.666667
0.089,-11.666667
0.09,-11.666667
0.091,-10.833333
0.092,-10.833333
0.093,-10.833333
0.094,-10.0
0.095,-10.833333
0.096,-10.833333
0.097,-10.833333
0.098,-10.0
0.099,-10.833333
0.1,-10.833333
0.101,-10.833333
0.102,-10.0
0.103,-10.833333
0.104,-11.666667
0.105,-12.5
0.106,-11.666667
0.107,-11.666667
0.108,-11.666667
0.109,-10.833333
0.11,-10.833333
0.111,-11.666667
0.112,-12.5
0.113,-11.666667
0.114,-10.0
