Potential (V),Current (µA)
0.0,-12.5
0.001,-10.833333
0.002,-10.0
0.003,-10.833333
0.004,-11.666667
0.005,-11.666667
0.006,-10.833333
0.007,-10.0
0.008,-9.166667
0.009,-10.0
0.01,-10.0
0.011,-11.666667
0.012,-10.833333
0.013,-11.666667
0.014,-10.833333
0.015,-10.833333
0.016,-10.0
0.017,-10.0
0.018,-10.833333
0.019,-10.833333
0.02,-9.166667
0.021,-8.333333
0.022,-8.333333
0.023,-10.833333
0.024,-10.833333
0.025,-11.666667
0.026,-10.833333
0.027,-11.666667
0.028,-10.833333
0.029,-12.5
0.03,-11.666667
0.031,-11.666667
0.032,-10.0
0.033,-10.0
0.034,-10.0
0.035,-10.0
0.036,-10.833333
0.037,-10.0
0.038,-10.833333
0.039,-10.0
0.04,-10.833333
0.041,-9.166667
0.042,-9.166667
0.043,-9.166667
0.044,-10.0
0.045,-10.0
0.046,-10.0
0.047,-10.0
0.048,-10.0
0.049,-10.0
0.05,-10.0
0.051,-10.0
0.052,-10.0
0.053,-10.833333
0.054,-10.833333
0.055,-10.833333
0.056,-10.833333
0.057,-10.833333
0.058,-10.833333
0.059,-10.0
0.06,-9.166667
0.061,-9.166667
0.062,-10.0
0.063,-10.833333
0.064,-10.833333
0.065,-10.0
0.066,-10.0
0.067,-8.333333
0.068,-7.5
0.069,-7.5
0.07,-8.333333
0.071,-9.166667
0.072,-9.166667
0.073,-10.0
0.074,-9.166667
0.075,-9.166667
0.076,-9.166667
0.077,-10.833333
0.078,-11.666667
0.079,-12.5
0.08,-11.666667
0.081,-10.833333
0.082,-10.0
0.083,-10.0
0.084,-10.0
0.085,-10.0
0.086,-10.0
0.087,-10.0
0.088,-10.833333
0.089,-9.166667
0.09,-10.0
0.091,-8.333333
0.092,-8.333333
0.093,-7.5
0.094,-8.333333
0.095,-8.333333
0.096,-8.333333
0.097,-8.333333
0.098,-10.0
0.099,-10.0
0.1,-10.0
0.101,-10.0
0.102,-10.0
0.103,-10.833333
0.104,-10.833333
0.105,-10.833333
0.106,-10.0
0.107,-9.166667
0.108,-9.166667
0.109,-9.166667
0.11,-10.833333
0.111,-10.0
0.112,-10.0
0.113,-10.0
0.114,-10.833333
0.115,-10.833333
0.116,-10.0
0.117,-10.0
0.118,-10.0
0.119,-10.0
0.12,-10.0
0.121,-10.0
0.122,-10.0
0.123,-8.333333
0.124,-8.333333
0.125,-10.0
0.126,-12.5
0.127,-11.666667
0.128,-10.833333
0.129,-10.0
0.13,-10.833333
0.131,-9.166667
0.132,-9.166667
0.133,-9.166667
0.134,-9.166667
0.135,-9.166667
0.136,-6.6666665
0.137,-7.5
0.138,-7.5
0.139,-9.166667
0.14,-9.166667
0.141,-10.0
0.142,-10.833333
0.143,-11.666667
0.144,-10.833333
0.145,-10.833333
