Potential (V),Current (µA)
0.0,-10.0
0.001,-10.833333
0.002,-10.833333
0.003,-11.666667
0.004,-11.666667
0.005,-11.666667
0.006,-11.666667
0.007,-10.833333
0.008,-11.666667
0.009,-10.833333
0.01,-11.666667
0.011,-10.833333
0.012,-10.833333
0.013,-10.833333
0.014,-10.833333
0.015,-10.833333
0.016,-9.166667
0.017,-9.166667
0.018,-9.166667
0.019,-10.0
0.02,-10.0
0.021,-10.0
0.022,-10.0
0.023,-10.833333
0.024,-10.833333
0.025,-10.833333
0.026,-10.0
0.027,-10.0
0.028,-10.0
0.029,-10.833333
0.03,-10.833333
0.031,-10.833333
0.032,-10.0
0.033,-10.0
0.034,-10.0
0.035,-10.0
0.036,-10.0
0.037,-10.0
0.038,-10.0
0.039,-10.0
0.04,-10.0
0.041,-9.166667
0.042,-10.833333
0.043,-10.833333
0.044,-12.5
0.045,-10.833333
0.046,-11.666667
0.047,-10.833333
0.048,-10.833333
0.049,-10.0
0.05,-10.0
0.051,-10.0
0.052,-10.0
0.053,-10.0
0.054,-10.0
0.055,-10.0
0.056,-10.0
0.057,-10.0
0.058,-10.0
0.059,-10.0
0.06,-10.0
0.061,-10.0
0.062,-10.0
0.063,-10.0
0.064,-10.0
0.065,-10.0
0.066,-10.0
0.067,-10.0
0.068,-10.0
0.069,-10.0
0.07,-11.666667
0.071,-11.666667
0.072,-11.666667
0.073,-10.833333
0.074,-10.833333
0.075,-10.833333
0.076,-10.0
0.077,-10.0
0.078,-10.0
0.079,-10.0
0.08,-10.0
0.081,-10.833333
0.082,-10.833333
0.083,-10.833333
0.084,-8.333333
0.085,-8.333333
0.086,-8.333333
0.087,-10.0
0.088,-10.0
0.089,-10.0
0.09,-10.833333
0.091,-10.833333
0.092,-10.833333
0.093,-10.0
0.094,-10.0
0.095,-10.833333
0.096,-10.0
0.097,-10.833333
0.098,-10.0
0.099,-10.833333
0.1,-10.0
0.101,-9.166667
0.102,-9.166667
0.103,-9.166667
0.104,-10.0
0.105,-10.833333
0.106,-12.5
0.107,-13.333333
0.108,-12.5
0.109,-10.833333
0.11,-10.0
0.111,-10.833333
0.112,-10.0
0.113,-11.666667
0.114,-10.833333
0.115,-11.666667
0.116,-10.0
0.117,-10.833333
0.118,-10.833333
0.119,-11.666667
0.12,-10.833333
