Potential (V),Current (µA)
0.0,-12.5
0.001,-10.833333
0.002,-10.0
0.003,-10.833333
0.004,-10.833333
0.005,-11.666667
0.006,-8.333333
0.007,-8.333333
0.008,-7.5
0.009,-10.0
0.01,-9.166667
0.011,-9.166667
0.012,-9.166667
0.013,-10.0
0.014,-10.0
0.015,-8.333333
0.016,-8.333333
0.017,-8.333333
0.018,-10.833333
0.019,-10.833333
0.02,-12.5
0.021,-11.666667
0.022,-11.666667
0.023,-10.0
0.024,-10.0
0.025,-10.0
0.026,-10.833333
0.027,-10.833333
0.028,-10.833333
0.029,-10.833333
0.03,-11.666667
0.031,-11.666667
0.032,-10.833333
0.033,-10.0
0.034,-10.833333
0.035,-10.833333
0.036,-11.666667
0.037,-10.833333
0.038,-11.666667
0.039,-11.666667
0.04,-11.666667
0.041,-10.833333
0.042,-10.0
0.043,-10.0
0.044,-10.0
0.045,-10.0
0.046,-10.833333
0.047,-10.833333
0.048,-10.833333
0.049,-10.0
0.05,-10.0
0.051,-10.833333
0.052,-10.833333
0.053,-10.833333
0.054,-10.0
0.055,-9.166667
0.056,-8.333333
0.057,-8.333333
0.058,-9.166667
0.059,-10.0
0.06,-10.0
0.061,-10.0
0.062,-10.0
0.063,-10.0
0.064,-10.833333
0.065,-10.833333
0.066,-10.0
0.067,-9.166667
0.068,-9.166667
0.069,-10.0
0.07,-10.0
0.071,-9.166667
0.072,-9.166667
0.073,-9.166667
0.074,-10.0
0.075,-10.0
0.076,-10.0
0.077,-9.166667
0.078,-8.333333
0.079,-8.333333
0.08,-9.166667
0.081,-10.0
0.082,-10.0
0.083,-10.0
0.084,-10.0
0.085,-9.166667
0.086,-8.333333
0.087,-8.333333
0.088,-10.0
0.089,-11.666667
0.09,-10.833333
0.091,-10.833333
0.092,-10.0
0.093,-12.5
0.094,-11.666667
0.095,-11.666667
0.096,-10.0
0.097,-10.0
0.098,-10.0
0.099,-10.0
0.1,-10.833333
0.101,-10.833333
0.102,-10.833333
0.103,-10.0
0.104,-10.0
0.105,-10.833333
0.106,-10.0
0.107,-10.0
0.108,-9.166667
0.109,-10.833333
0.11,-10.833333
0.111,-10.833333
0.112,-10.0
0.113,-10.0
0.114,-10.0
0.115,-10.0
0.116,-10.0
0.117,-10.0
0.118,-10.0
0.119,-10.833333
0.12,-12.5
0.121,-12.5
0.122,-11.666667
0.123,-10.0
0.124,-10.0
0.125,-10.0
0.126,-10.0
0.127,-10.833333
0.128,-10.833333
0.129,-10.833333
0.13,-10.0
0.131,-10.833333
0.132,-10.833333
0.133,-10.0
0.134,-9.166667
0.135,-10.833333
0.136,-12.5
0.137,-12.5
0.138,-10.833333
0.139,-9.166667
0.14,-10.0
0.141,-10.833333
0.142,-11.666667
0.143,-10.0
0.144,-9.166667
0.145,-9.166667
