Potential (V),Current (µA)
0.0,-6.5600004
0.001,-6.304167
0.002,-6.082083
0.003,-5.9079165
0.004,-5.7570834
0.005,-5.61
0.006,-5.4562497
0.007,-5.31375
0.008,-5.18125
0.009,-5.0716667
0.01,-4.9658337
0.011,-4.86875
0.012,-4.7725
0.013,-4.6566663
0.014,-4.5341663
0.015,-4.4233336
0.016,-4.3266664
0.017,-4.2554164
0.018,-4.15875
0.019,-4.05625
0.02,-3.9662502
0.021,-3.8695831
0.022,-3.7808332
0.023,-3.675
0.024,-3.6066666
0.025,-3.54
0.026,-3.46125
0.027,-3.3933334
0.028,-3.3083334
0.029,-3.2345831
0.03,-3.1570833
0.031,-3.0941665
0.032,-3.0229166
0.033,-2.93875
0.034,-2.8470833
0.035,-2.7883332
0.036,-2.69625
0.037,-2.6425002
0.038,-2.5608335
0.039,-2.4975002
0.04,-2.4345834
0.041,-2.3758333
0.042,-2.3508332
0.043,-2.27375
0.044,-2.2070835
0.045,-2.1454165
0.046,-2.1166668
0.047,-2.0704167
0.048,-1.9916667
0.049,-1.9095834
0.05,-1.8441668
0.051,-1.7858334
0.052,-1.7199999
0.053,-1.6791668
0.054,-1.6345835
0.055,-1.5870833
0.056,-1.5195833
0.057,-1.4541665
0.058,-1.4162499
0.059,-1.375
0.06,-1.3433332
0.061,-1.2716666
0.062,-1.2020833
0.063,-1.1491667
0.064,-1.1125001
0.065,-1.0758334
0.066,-1.0070833
0.067,-0.95000005
0.068,-0.89750004
0.069,-0.8533333
0.07,-0.8041666
0.071,-0.76375
0.072,-0.7029167
0.073,-0.67833334
0.074,-0.615
0.075,-0.56
0.076,-0.49
0.077,-0.44250003
0.078,-0.40708336
0.079,-0.34208336
0.08,-0.2904167
0.081,-0.23291667
0.082,-0.1925
0.083,-0.14666666
0.084,-0.10541666
0.085,-0.06666667
0.086,-0.008749999
0.087,0.052916665
0.088,0.087500006
0.089,0.13333334
0.09,0.17875
0.091,0.22666667
0.092,0.26208332
0.093,0.30708334
0.094,0.37625
0.095,0.45374998
0.096,0.49458334
0.097,0.54
0.098,0.5679167
0.099,0.60583335
0.1,0.6483333
0.101,0.7075
0.102,0.7716667
0.103,0.82375
0.104,0.865
0.105,0.91708326
0.106,0.97125
0.107,1.02
0.108,1.0608333
0.109,1.11375
0.11,1.17125
0.111,1.2312499
0.112,1.2779166
0.113,1.3291667
0.114,1.3566666
0.115,1.4308333
0.116,1.4829167
0.117,1.5366668
0.118,1.5483333
0.119,1.5733334
0.12,1.63375
0.121,1.7004166
0.122,1.7516667
0.123,1.8054167
0.124,1.86
0.125,1.9254166
0.126,1.9425001
0.127,1.9720834
0.128,2.0116665
0.129,2.07
0.13,2.1170833
0.131,2.1499999
0.132,2.21625
0.133,2.27125
0.134,2.3608334
0.135,2.4158332
0.136,2.4641666
0.137,2.4866667
0.138,2.5370834
0.139,2.60125
0.14,2.6666667
0.141,2.7387497
0.142,2.787917
0.143,2.8466666
0.144,2.87
0.145,2.9358337
0.146,2.9616668
0.147,3.0295837
0.148,3.07625
0.149,3.1454165
0.15,3.2083333
0.151,3.2554169
0.152,3.3370836
0.153,3.3941667
0.154,3.4854167
0.155,3.5204165
0.156,3.5670834
0.157,3.5999997
0.158,3.6641667
0.159,3.7354167
0.16,3.8075001
0.161,3.8679168
0.162,3.9154167
0.163,3.9704163
0.164,4.0316663
0.165,4.0920835
0.166,4.1408334
0.167,4.2116666
0.168,4.2920833
0.169,4.346667
0.17,4.412083
0.171,4.473333
0.172,4.568333
0.173,4.619583
0.174,4.6820836
0.175,4.7495837
0.176,4.815417
0.177,4.883333
0.178,4.9325
0.179,5.0129166
0.18,5.087917
0.181,5.1729164
0.182,5.2400002
0.183,5.3079166
0.184,5.361666
0.185,5.4545836
0.186,5.5124993
0.187,5.6129165
0.188,5.6691666
0.189,5.767916
0.19,5.820417
0.191,5.8775
0.192,5.932083
0.193,6.01625
0.194,6.103333
0.195,6.187083
0.196,6.2466664
0.197,6.316667
0.198,6.3933334
0.199,6.462917
0.2,6.5670834
0.201,6.6299996
0.202,6.7275004
0.203,6.7999997
0.204,6.8933334
0.205,6.9779167
0.206,7.072084
0.207,7.1475005
0.208,7.24375
0.209,7.3025
0.21,7.3887506
0.211,7.4466667
0.212,7.54875
0.213,7.656667
0.214,7.7591667
0.215,7.8487496
0.216,7.9404163
0.217,8.0625
0.218,8.164583
0.219,8.249583
0.22,8.325
0.221,8.420833
0.222,8.51125
0.223,8.605834
0.224,8.702916
0.225,8.814584
0.226,8.922084
0.227,9.00875
0.228,9.102917
0.229,9.197499
0.23,9.307083
0.231,9.40375
0.232,9.52375
0.233,9.641251
0.234,9.764167
0.235,9.87625
0.236,9.992084
0.237,10.104167
0.238,10.19875
0.239,10.313749
0.24,10.4375
0.241,10.581667
0.242,10.672501
0.243,10.806667
0.244,10.936252
0.245,11.095417
0.246,11.198334
0.247,11.289166
0.248,11.399583
0.249,11.520416
0.25,11.661667
0.251,11.8029175
0.252,11.938334
0.253,12.070834
0.254,12.206668
0.255,12.335834
0.256,12.490833
0.257,12.600417
0.258,12.77
0.259,12.922084
0.26,13.077916
0.261,13.223332
0.262,13.354167
0.263,13.5125
0.264,13.677083
0.265,13.80125
0.266,13.959583
0.267,14.078751
0.268,14.262084
0.269,14.42875
0.27,14.607917
0.271,14.780833
0.272,14.940417
0.273,15.110416
0.274,15.256251
0.275,15.419167
0.276,15.568751
0.277,15.7375
0.278,15.905
0.279,16.105833
0.28,16.308332
0.281,16.511665
0.282,16.70125
0.283,16.861666
0.284,17.032917
0.285,17.194166
0.286,17.372084
0.287,17.550835
0.288,17.746666
0.289,17.954168
0.29,18.150417
0.291,18.345415
0.292,18.52875
0.293,18.715
0.294,18.900833
0.295,19.09375
0.296,19.305418
0.297,19.514168
0.298,19.722502
0.299,19.920416
0.3,20.10375
0.301,20.28375
0.302,20.478334
0.303,20.67125
0.304,20.903334
0.305,21.104166
0.306,21.339584
0.307,21.556665
0.308,21.763334
0.309,21.992083
0.31,22.154167
0.311,22.355415
0.312,22.541666
0.313,22.790419
0.314,23.0325
0.315,23.227915
0.316,23.443335
0.317,23.658333
0.318,23.907501
0.319,24.132917
0.32,24.358332
0.321,24.5675
0.322,24.799166
0.323,25.012085
0.324,25.26375
0.325,25.500834
0.326,25.753334
0.327,26.002085
0.328,26.232084
0.329,26.465836
0.33,26.678335
0.331,26.915419
0.332,27.158335
0.333,27.418753
0.334,27.685835
0.335,27.9425
0.336,28.1975
0.337,28.460833
0.338,28.667084
0.339,28.873331
0.34,29.090416
0.341,29.370417
0.342,29.656668
0.343,29.91375
0.344,29.504583
0.345,29.195417
0.346,28.925001
0.347,29.320833
0.348,29.654167
0.349,29.987501
0.35,30.35
0.351,30.691666
0.352,31.029167
0.353,31.341667
0.354,31.645834
0.355,31.966667
0.356,32.258335
0.357,32.57083
0.358,32.854168
0.359,33.179165
0.36,33.491665
0.361,33.80417
0.362,34.133335
0.363,34.454166
0.364,34.770832
0.365,35.075
0.366,35.358334
0.367,35.675
0.368,35.991665
0.369,36.329163
0.37,36.675
0.371,36.979168
0.372,37.30417
0.373,37.61667
0.374,37.92917
0.375,38.245834
0.376,38.533337
0.377,38.87917
0.378,39.179165
0.379,39.520832
0.38,39.866665
0.381,40.204166
0.382,40.537502
0.383,40.8375
0.384,41.208332
0.385,41.570835
0.386,41.925
0.387,42.25417
0.388,42.55417
0.389,42.899998
0.39,43.233337
0.391,43.587498
0.392,43.920834
0.393,44.25
0.394,44.591663
0.395,44.94583
0.396,45.304165
0.397,45.662495
0.398,46.0
0.399,46.350002
0.4,46.704166
0.401,47.066666
0.402,47.36667
0.403,47.69583
0.404,48.020832
0.405,48.395832
0.406,48.729168
0.407,49.066666
0.408,49.408337
0.409,49.774998
0.41,50.12917
0.411,50.4375
0.412,50.75833
0.413,51.11667
0.414,51.533337
0.415,51.891666
0.416,52.245834
0.417,52.620834
0.418,52.99167
0.419,53.341663
0.42,53.629166
0.421,53.9375
0.422,54.25
0.423,54.604168
0.424,54.95
0.425,55.308334
0.426,55.645832
0.427,55.987503
0.428,56.329166
0.429,56.645832
0.43,56.979168
0.431,57.291668
0.432,57.662502
0.433,58.0125
0.434,58.370834
0.435,58.716663
0.436,59.0625
0.437,59.404163
0.438,59.683334
0.439,59.95
0.44,60.24167
0.441,60.56667
0.442,60.904163
0.443,61.225002
0.444,61.55417
0.445,61.883335
0.446,62.212505
0.447,62.441666
0.448,62.720837
0.449,63.00833
0.45,63.399998
0.451,63.720837
0.452,64.004166
0.453,64.299995
0.454,64.604164
0.455,64.89166
0.456,65.17917
0.457,65.40417
0.458,65.69583
0.459,65.90417
0.46,66.23334
0.461,66.520836
0.462,66.85
0.463,67.1125
0.464,67.375
0.465,67.645836
0.466,67.84583
0.467,68.066666
0.468,68.2625
0.469,68.549995
0.47,68.80416
0.471,69.07083
0.472,69.308334
0.473,69.55
0.474,69.81667
0.475,70.058334
0.476,70.316666
0.477,70.549995
0.478,70.7875
0.479,71.041664
0.48,71.28333
0.481,71.5625
0.482,71.775
0.483,72.025
0.484,72.1625
0.485,72.325005
0.486,72.44583
0.487,72.645836
0.488,72.850006
0.489,73.0875
0.49,73.3375
0.491,73.55417
0.492,73.73334
0.493,73.875
0.494,74.0375
0.495,74.21667
0.496,74.441666
0.497,74.61667
0.498,74.81667
0.499,74.975
0.5,75.19583
0.501,75.354164
0.502,75.479164
0.503,75.59583
0.504,75.725
0.505,75.90417
0.506,76.075
0.507,76.275
0.508,76.49167
0.509,76.6875
0.51,76.84583
0.511,76.9625
0.512,77.0875
0.513,77.21667
0.514,77.4
0.515,77.57083
0.516,77.7375
0.517,77.87917
0.518,78.00833
0.519,78.183334
0.52,78.299995
0.521,78.362495
0.522,78.387505
0.523,78.49583
0.524,78.65417
0.525,78.79583
0.526,78.899994
0.527,79.00834
0.528,79.14167
0.529,79.2625
0.53,79.333336
0.531,79.39166
0.532,79.47083
0.533,79.604164
0.534,79.729164
0.535,79.825005
0.536,79.9125
0.537,80.01666
0.538,80.1125
0.539,80.20417
0.54,80.262505
0.541,80.35
0.542,80.475006
0.543,80.5875
0.544,80.6875
0.545,80.770836
0.546,80.875
0.547,80.979164
0.548,81.00833
0.549,81.05833
0.55,81.075005
0.551,81.1625
0.552,81.23334
0.553,81.325005
0.554,81.395836
0.555,81.450005
0.556,81.5375
0.557,81.55
0.558,81.587494
0.559,81.59583
0.56,81.68749
0.561,81.76666
0.562,81.82499
0.563,81.875
0.564,81.9125
0.565,82.00417
0.566,82.0375
0.567,82.075
0.568,82.05833
0.569,82.112495
0.57,82.15833
0.571,82.24167
0.572,82.32917
0.573,82.395836
0.574,82.46667
0.575,82.48333
0.576,82.541664
0.577,82.5875
0.578,82.6375
0.579,82.708336
0.58,82.737495
0.581,82.850006
0.582,82.879166
0.583,82.93333
0.584,82.92917
0.585,82.93333
0.586,82.94583
0.587,82.94583
