Potential (V),Current (µA)
0.0,0.002625
0.001,0.0034583334
0.002,0.005291667
0.003,0.0058750003
0.004,0.0067916666
0.005,0.00625
0.006,0.0065
0.007,0.00675
0.008,0.0070833336
0.009,0.0074583334
0.01,0.008083333
0.011,0.007833334
0.012,0.008583333
0.013,0.00875
0.014,0.009833333
0.015,0.010208334
0.016,0.0105
0.017,0.010541666
0.018,0.0098749995
0.019,0.009833333
0.02,0.009541667
0.021,0.010208334
0.022,0.010416667
0.023,0.011416666
0.024,0.012291666
0.025,0.012708332
0.026,0.012791666
0.027,0.012083333
0.028,0.012083333
0.029,0.011958334
0.03,0.012416665
0.031,0.012833334
0.032,0.013583333
0.033,0.013458334
0.034,0.0139999995
0.035,0.014666666
0.036,0.015541666
0.037,0.015916666
0.038,0.015541666
0.039,0.016083334
0.04,0.016666668
0.041,0.01625
0.042,0.017166667
0.043,0.016708335
0.044,0.017583333
0.045,0.01725
0.046,0.017666668
0.047,0.0185
0.048,0.018083334
0.049,0.0185
0.05,0.0195
0.051,0.019708334
0.052,0.020333333
0.053,0.020291666
0.054,0.021375
0.055,0.021916667
0.056,0.021333331
0.057,0.022333333
0.058,0.022375
0.059,0.023916667
0.06,0.024416665
0.061,0.024541667
0.062,0.025041664
0.063,0.025166666
0.064,0.025791667
0.065,0.026041666
0.066,0.025750002
0.067,0.025749998
0.068,0.026291668
0.069,0.027375
0.07,0.028416669
0.071,0.02775
0.072,0.027958333
0.073,0.028208332
0.074,0.029624999
0.075,0.030041667
0.076,0.030958334
0.077,0.031166667
0.078,0.03179167
0.079,0.032083333
0.08,0.032374997
0.081,0.03275
0.082,0.03358333
0.083,0.034624998
0.084,0.03533333
0.085,0.03608333
0.086,0.036458332
0.087,0.036625
0.088,0.037333332
0.089,0.037791666
0.09,0.03929167
0.091,0.03925
0.092,0.040291667
0.093,0.040708337
0.094,0.04175
0.095,0.042541668
0.096,0.04345833
0.097,0.04425
0.098,0.045124996
0.099,0.045750003
0.1,0.04741667
0.101,0.047875002
0.102,0.048375
0.103,0.04916667
0.104,0.050250005
0.105,0.051958334
0.106,0.051583335
0.107,0.052124996
0.108,0.052749995
0.109,0.05445833
0.11,0.05620833
0.111,0.05745833
0.112,0.058541667
0.113,0.058791667
0.114,0.059416667
0.115,0.060833335
0.116,0.062875
0.117,0.06404167
0.118,0.06475
0.119,0.06579167
0.12,0.066875
0.121,0.067375
0.122,0.06745834
0.123,0.06841666
0.124,0.06983334
0.125,0.07141667
0.126,0.07300001
0.127,0.07383334
0.128,0.07558334
0.129,0.076625004
0.13,0.0785
0.131,0.078999996
0.132,0.080625
0.133,0.08245833
0.134,0.084125005
0.135,0.08483333
0.136,0.086
0.137,0.087125
0.138,0.08895833
0.139,0.09041667
0.14,0.09220833
0.141,0.09437499
0.142,0.09579166
0.143,0.09729167
0.144,0.098291665
0.145,0.09970834
0.146,0.101375006
0.147,0.103125006
0.148,0.105333336
0.149,0.107375
0.15,0.10908333
0.151,0.110583335
0.152,0.11191666
0.153,0.113458335
0.154,0.11495834
0.155,0.117125
0.156,0.11879166
0.157,0.120458335
0.158,0.122041665
0.159,0.12479166
0.16,0.12725
0.161,0.13004166
0.162,0.13145833
0.163,0.133875
0.164,0.1355
0.165,0.13749999
0.166,0.13912499
0.167,0.141
0.168,0.14454167
0.169,0.14745833
0.17,0.15020834
0.171,0.152375
0.172,0.155125
0.173,0.15791667
0.174,0.160375
0.175,0.16216667
0.176,0.1645
0.177,0.16645832
0.178,0.16925001
0.179,0.17183334
0.18,0.17454167
0.181,0.17741667
0.182,0.17920832
0.183,0.182
0.184,0.18495834
0.185,0.188625
0.186,0.19166666
0.187,0.19420832
0.188,0.19720833
0.189,0.20058334
0.19,0.20375001
0.191,0.20783333
0.192,0.21045834
0.193,0.21383333
0.194,0.21608333
0.195,0.21916668
0.196,0.22204167
0.197,0.22570832
0.198,0.22933334
0.199,0.233
0.2,0.23595834
0.201,0.23925
0.202,0.24295835
0.203,0.246875
0.204,0.2517917
0.205,0.25483334
0.206,0.25866666
0.207,0.26258335
0.208,0.26754168
0.209,0.27220833
0.21,0.2747917
0.211,0.27783334
0.212,0.28154168
0.213,0.28683332
0.214,0.29191664
0.215,0.29608333
0.216,0.29970834
0.217,0.30379167
0.218,0.30875
0.219,0.31366667
0.22,0.3174167
0.221,0.32075
0.222,0.32466665
0.223,0.32975003
0.224,0.3351667
0.225,0.33991668
0.226,0.34504166
0.227,0.34945834
0.228,0.354
0.229,0.3587083
0.23,0.3634583
0.231,0.36875
0.232,0.37391666
0.233,0.37925002
0.234,0.3855833
0.235,0.39170834
0.236,0.39754167
0.237,0.403
0.238,0.40787497
0.239,0.41379166
0.24,0.4186667
0.241,0.42479166
0.242,0.43179166
0.243,0.43845832
0.244,0.44445834
0.245,0.44924998
0.246,0.45474997
0.247,0.4614167
0.248,0.46841666
0.249,0.47491667
0.25,0.48099998
0.251,0.4865
0.252,0.49408332
0.253,0.50004166
0.254,0.50795835
0.255,0.51416665
0.256,0.52141666
0.257,0.52741665
0.258,0.53449994
0.259,0.542375
0.26,0.550375
0.261,0.558125
0.262,0.56666666
0.263,0.57491666
0.264,0.5827916
0.265,0.589375
0.266,0.5955833
0.267,0.60316664
0.268,0.61062497
0.269,0.6189583
0.27,0.62833333
0.271,0.63733333
0.272,0.64729166
0.273,0.65475
0.274,0.662625
0.275,0.6696667
0.276,0.67829174
0.277,0.6878333
0.278,0.69750005
0.279,0.70691663
0.28,0.716875
0.281,0.726
0.282,0.7351666
0.283,0.7431667
0.284,0.75279164
0.285,0.7630833
0.286,0.7729583
0.287,0.7819166
0.288,0.79054165
0.289,0.8016667
0.29,0.8127083
0.291,0.823625
0.292,0.8326251
0.293,0.8425417
0.294,0.85141665
0.295,0.8632917
0.296,0.874125
0.297,0.88683337
0.298,0.8973333
0.299,0.90891665
0.3,0.91920835
0.301,0.92925
0.302,0.9390416
0.303,0.94979167
0.304,0.9614584
0.305,0.97404164
0.306,0.9856667
0.307,0.99725
0.308,1.009
0.309,1.0220833
0.31,1.0337499
0.311,1.04425
0.312,1.0535417
0.313,1.0642501
0.314,1.076375
0.315,1.0895417
0.316,1.1022917
0.317,1.1143333
0.318,1.1275417
0.319,1.1420833
0.32,1.1560417
0.321,1.1685416
0.322,1.1810417
0.323,1.1947082
0.324,1.209125
0.325,1.2228333
0.326,1.237
0.327,1.25125
0.328,1.2670833
0.329,1.2812916
0.33,1.2959167
0.331,1.308375
0.332,1.32375
0.333,1.3389584
0.334,1.3554999
0.335,1.3714584
0.336,1.3865
0.337,1.4023749
0.338,1.4163333
0.339,1.431125
0.34,1.4462916
0.341,1.4625
0.342,1.4786667
0.343,1.4940418
0.344,1.5102082
0.345,1.527125
0.346,1.5447083
0.347,1.5612917
0.348,1.5776249
0.349,1.5923333
0.35,1.6097918
0.351,1.6270417
0.352,1.6463333
0.353,1.6585001
0.354,1.6697084
0.355,1.6809167
0.356,1.6964583
0.357,1.7134584
0.358,1.7304583
0.359,1.7479167
0.36,1.7660832
0.361,1.7827916
0.362,1.7991251
0.363,1.8162917
0.364,1.8337083
0.365,1.8516666
0.366,1.8684999
0.367,1.8857499
0.368,1.9050833
0.369,1.9235001
0.37,1.9431667
0.371,1.9612917
0.372,1.97975
0.373,1.9975834
0.374,2.0153334
0.375,2.0356665
0.376,2.055625
0.377,2.0759583
0.378,2.0955
0.379,2.1149583
0.38,2.1355
