Potential (V),Current (µA)
0.0,-0.076375
0.001,-0.039458334
0.002,-0.009083333
0.003,0.0005416667
0.004,0.017958334
0.005,0.027250001
0.006,0.03425
0.007,0.04491667
0.008,0.037125
0.009,0.043666665
0.01,0.042791665
0.011,0.051333334
0.012,0.066416666
0.013,0.06579167
0.014,0.075208336
0.015,0.07525
0.016,0.079791665
0.017,0.09625
0.018,0.090791665
0.019,0.10266667
0.02,0.09866667
0.021,0.10804167
0.022,0.11245834
0.023,0.11208334
0.024,0.117583334
0.025,0.12495834
0.026,0.13391668
0.027,0.14183334
0.028,0.13829167
0.029,0.13991667
0.03,0.14375
0.031,0.147
0.032,0.16033334
0.033,0.15675001
0.034,0.16779166
0.035,0.16579168
0.036,0.17508334
0.037,0.17966665
0.038,0.1815
0.039,0.19458334
0.04,0.20616667
0.041,0.20958333
0.042,0.21466666
0.043,0.20566666
0.044,0.218625
0.045,0.21741666
0.046,0.2295
0.047,0.23066668
0.048,0.230375
0.049,0.23875003
0.05,0.24983335
0.051,0.25933334
0.052,0.26533332
0.053,0.27070832
0.054,0.27541667
0.055,0.27995834
0.056,0.28220835
0.057,0.29820833
0.058,0.30416667
0.059,0.30945832
0.06,0.32179165
0.061,0.33441666
0.062,0.34620833
0.063,0.349625
0.064,0.35845837
0.065,0.36833334
0.066,0.37120834
0.067,0.38012502
0.068,0.3935
0.069,0.402375
0.07,0.41233334
0.071,0.414875
0.072,0.42670834
0.073,0.43120834
0.074,0.439875
0.075,0.45795834
0.076,0.46179166
0.077,0.47212502
0.078,0.47516665
0.079,0.48179165
0.08,0.49983335
0.081,0.504375
0.082,0.51816666
0.083,0.529875
0.084,0.5442917
0.085,0.565
0.086,0.56854165
0.087,0.57429165
0.088,0.58283335
0.089,0.5821667
0.09,0.60933334
0.091,0.61575
0.092,0.63525003
0.093,0.63829166
0.094,0.6510417
0.095,0.6709583
0.096,0.6771667
0.097,0.6909167
0.098,0.71287495
0.099,0.73258334
0.1,0.74366665
0.101,0.743625
0.102,0.75025004
0.103,0.77362496
0.104,0.7875417
0.105,0.8131667
0.106,0.8259167
0.107,0.84787506
0.108,0.86262506
0.109,0.8754583
0.11,0.89004165
0.111,0.90112495
0.112,0.914625
0.113,0.9379167
0.114,0.9520416
0.115,0.9739583
0.116,0.98704165
0.117,1.0044166
0.118,1.0209583
0.119,1.0259582
0.12,1.0463749
0.121,1.0607084
0.122,1.0835834
0.123,1.1044999
0.124,1.1212916
0.125,1.1394167
0.126,1.1611251
0.127,1.17275
0.128,1.1975417
0.129,1.2098334
0.13,1.2452083
0.131,1.26675
0.132,1.2852498
0.133,1.3024583
0.134,1.3168334
0.135,1.3364166
0.136,1.3566667
0.137,1.3733749
0.138,1.3960415
0.139,1.4126667
0.14,1.436625
0.141,1.4753333
0.142,1.4954166
0.143,1.5213333
0.144,1.531375
0.145,1.5615417
0.146,1.5952501
0.147,1.6217917
0.148,1.6442918
0.149,1.6593332
0.15,1.6767501
0.151,1.7089167
0.152,1.7276249
0.153,1.7552084
0.154,1.7870833
0.155,1.8177084
0.156,1.8456668
0.157,1.8502917
0.158,1.8811251
0.159,1.9186667
0.16,1.9530834
0.161,1.9875417
0.162,2.0015419
0.163,2.036875
0.164,2.0532916
0.165,2.0861666
0.166,2.115
0.167,2.141875
0.168,2.1740415
0.169,2.2011251
0.17,2.2317083
0.171,2.2655418
0.172,2.291875
0.173,2.3230832
0.174,2.352375
0.175,2.3833752
0.176,2.4216666
0.177,2.4492915
0.178,2.4766667
0.179,2.5128748
0.18,2.5376666
0.181,2.5888333
0.182,2.607125
0.183,2.65325
0.184,2.6879585
0.185,2.729375
0.186,2.763417
0.187,2.7901669
0.188,2.8279583
0.189,2.867625
0.19,2.9009583
0.191,2.939583
0.192,2.9732502
0.193,2.9168332
0.194,2.8795002
0.195,2.8500001
0.196,2.92125
0.197,2.9766667
0.198,3.0275002
0.199,3.0825002
0.2,3.1304169
0.201,3.17125
0.202,3.2170832
0.203,3.2583334
0.204,3.3275
0.205,3.3708334
0.206,3.4312499
0.207,3.4800003
0.208,3.5325
0.209,3.5874999
0.21,3.6145833
0.211,3.65625
0.212,3.7058334
0.213,3.76
0.214,3.825
0.215,3.8570833
0.216,3.905
0.217,3.9454167
0.218,3.9950001
0.219,4.0499997
0.22,4.1020837
0.221,4.1629167
0.222,4.2233334
0.223,4.2779164
0.224,4.340833
0.225,4.3958335
0.226,4.4500003
0.227,4.495833
0.228,4.5274997
0.229,4.5895834
0.23,4.64
0.231,4.71375
0.232,4.767916
0.233,4.8258333
0.234,4.892083
0.235,4.9504166
0.236,5.019583
0.237,5.0679164
0.238,5.1154165
0.239,5.1749997
0.24,5.2425
0.241,5.31625
0.242,5.380417
0.243,5.4358335
0.244,5.504584
0.245,5.561667
0.246,5.625
0.247,5.6783333
0.248,5.7408333
0.249,5.8158336
0.25,5.888333
0.251,5.9620833
0.252,6.040834
0.253,6.1091666
0.254,6.1908336
0.255,6.255417
0.256,6.3362503
0.257,6.407917
0.258,6.4795837
0.259,6.5579166
0.26,6.6341667
0.261,6.7116666
0.262,6.7920833
0.263,6.874167
0.264,6.9675
0.265,7.0466666
0.266,7.1233335
0.267,7.2016664
0.268,7.2737503
0.269,7.361667
0.27,7.4562497
0.271,7.5604167
0.272,7.664583
0.273,7.7566667
0.274,7.8529167
0.275,7.9379163
0.276,8.024583
0.277,8.117084
0.278,8.204583
0.279,8.315417
0.28,8.436667
0.281,8.554999
0.282,8.665416
0.283,8.752916
0.284,8.853333
0.285,8.955833
0.286,9.069583
0.287,9.199166
0.288,9.314583
0.289,9.43625
0.29,9.555
0.291,9.669999
0.292,9.785417
0.293,9.89125
0.294,10.017918
0.295,10.154583
0.296,10.30125
0.297,10.442917
0.298,10.581668
0.299,10.708333
0.3,10.844583
0.301,10.955001
0.302,11.082916
0.303,11.2074995
0.304,11.360417
0.305,11.516667
0.306,11.657917
0.307,11.807918
0.308,11.957084
0.309,12.115417
0.31,12.254167
0.311,12.38375
0.312,12.52625
0.313,12.688333
0.314,12.8425
0.315,13.0025
0.316,13.157917
0.317,13.333333
0.318,13.504167
0.319,13.65375
0.32,13.809583
0.321,13.951667
0.322,14.124583
0.323,14.294167
0.324,14.463333
0.325,14.647083
0.326,14.814167
0.327,14.999167
0.328,15.182084
0.329,15.350418
0.33,15.529167
0.331,15.695416
0.332,15.882916
0.333,16.058748
0.334,16.228333
0.335,16.426249
0.336,16.620832
0.337,16.824999
0.338,16.989584
0.339,17.159166
0.34,17.327084
0.341,17.52625
0.342,17.74
0.343,17.951248
0.344,18.152498
0.345,18.34375
0.346,18.546667
0.347,18.729582
0.348,18.925417
0.349,19.117498
0.35,19.335833
0.351,19.544998
0.352,19.760834
0.353,19.98625
0.354,20.195833
0.355,20.404999
0.356,20.597916
0.357,20.792498
0.358,21.003332
0.359,21.225418
0.36,21.472082
0.361,21.71
0.362,21.937082
0.363,22.167501
0.364,22.384583
0.365,22.611252
0.366,22.82625
0.367,23.046667
0.368,23.2825
0.369,23.5175
0.37,23.759583
0.371,24.000832
0.372,24.236246
0.373,24.477499
0.374,24.679167
0.375,24.910416
0.376,25.127085
0.377,25.37
0.378,25.604166
0.379,25.847916
0.38,26.10125
0.381,26.37
0.382,26.616669
0.383,26.845419
0.384,27.054583
0.385,27.296667
0.386,27.577917
0.387,27.837082
0.388,28.10125
0.389,28.33792
0.39,28.607918
0.391,28.869165
0.392,29.126251
0.393,29.371666
0.394,29.608332
0.395,29.86875
0.396,29.490835
0.397,29.155418
0.398,28.862503
0.399,29.225
0.4,29.5875
0.401,29.933334
0.402,30.241669
0.403,30.516665
0.404,30.791666
0.405,31.099998
0.406,31.433332
0.407,31.75
0.408,32.075
0.409,32.383335
0.41,32.679165
0.411,32.958332
0.412,33.229168
0.413,33.520832
0.414,33.81667
0.415,34.125
0.416,34.437504
0.417,34.754166
0.418,35.070835
0.419,35.375
0.42,35.645832
0.421,35.912502
0.422,36.17917
0.423,36.4875
0.424,36.783333
0.425,37.083332
0.426,37.38333
0.427,37.6875
0.428,37.995834
0.429,38.270836
0.43,38.55417
0.431,38.829166
0.432,39.120834
0.433,39.420834
0.434,39.716663
0.435,40.016666
0.436,40.316666
0.437,40.608334
0.438,40.879166
0.439,41.141666
0.44,41.395832
0.441,41.683334
0.442,41.9875
0.443,42.287502
0.444,42.591663
0.445,42.88333
0.446,43.204166
0.447,43.454166
0.448,43.708332
0.449,43.962498
0.45,44.274998
0.451,44.600002
0.452,44.920834
0.453,45.225002
0.454,45.49167
0.455,45.75
0.456,46.020832
0.457,46.28333
0.458,46.541668
0.459,46.816666
0.46,47.100002
0.461,47.399998
0.462,47.691666
0.463,47.983334
0.464,48.3
0.465,48.554165
0.466,48.8
0.467,49.016666
0.468,49.270832
0.469,49.57083
0.47,49.841663
0.471,50.129166
0.472,50.375
0.473,50.641666
0.474,50.933334
0.475,51.19583
0.476,51.47083
0.477,51.724995
0.478,52.03333
0.479,52.316666
0.48,52.583332
0.481,52.833332
0.482,53.087498
0.483,53.358334
0.484,53.587505
0.485,53.82083
0.486,54.041668
0.487,54.308334
0.488,54.5625
0.489,54.829166
0.49,55.09167
0.491,55.349995
0.492,55.608334
0.493,55.816666
0.494,56.05417
0.495,56.270832
0.496,56.529163
0.497,56.79166
0.498,57.054165
0.499,57.333332
0.5,57.583332
0.501,57.829166
0.502,58.004166
0.503,58.191666
0.504,58.395832
0.505,58.654163
0.506,58.8875
0.507,59.11667
0.508,59.36667
0.509,59.6125
0.51,59.841663
0.511,60.0
0.512,60.2
0.513,60.3875
0.514,60.6375
0.515,60.870834
0.516,61.108334
0.517,61.3125
0.518,61.5125
0.519,61.720837
0.52,61.9375
0.521,62.095837
0.522,62.270832
0.523,62.44583
0.524,62.662502
0.525,62.8625
0.526,63.05417
0.527,63.25
0.528,63.470837
0.529,63.67917
0.53,63.858337
0.531,63.983337
0.532,64.1625
0.533,64.32083
0.534,64.50833
0.535,64.68333
0.536,64.87083
0.537,65.075005
0.538,65.225
0.539,65.37083
0.54,65.50833
0.541,65.65833
0.542,65.85833
0.543,66.025
0.544,66.2125
0.545,66.387505
0.546,66.57084
0.547,66.75417
0.548,66.89167
0.549,67.00417
0.55,67.12084
0.551,67.24167
0.552,67.399994
0.553,67.558334
0.554,67.71667
0.555,67.875
0.556,68.00833
0.557,68.129166
0.558,68.237495
0.559,68.354164
0.56,68.52083
0.561,68.666664
0.562,68.799995
0.563,68.9375
0.564,69.06666
0.565,69.23333
0.566,69.30833
0.567,69.4
0.568,69.47083
0.569,69.575005
0.57,69.7
0.571,69.825005
0.572,70.004166
0.573,70.137505
0.574,70.262505
0.575,70.34583
0.576,70.4375
0.577,70.525
0.578,70.629166
0.579,70.75
0.58,70.86667
0.581,70.99167
0.582,71.10833
0.583,71.21667
0.584,71.29583
0.585,71.362495
0.586,71.42917
0.587,71.512505
0.588,71.63333
0.589,71.73334
0.59,71.85
0.591,71.941666
0.592,72.04167
0.593,72.13333
0.594,72.15833
0.595,72.225
0.596,72.262505
0.597,72.36667
0.598,72.44167
0.599,72.5375
0.6,72.62083
0.601,72.708336
0.602,72.791664
0.603,72.84583
0.604,72.8875
0.605,72.9625
0.606,73.058334
0.607,73.15417
0.608,73.24167
0.609,73.325
0.61,73.4125
0.611,73.46667
0.612,73.512505
0.613,73.57083
0.614,73.625
0.615,73.70417
0.616,73.762505
0.617,73.80833
0.618,73.86667
0.619,73.93333
0.62,74.0375
0.621,74.112495
0.622,74.166664
0.623,74.19584
0.624,74.229164
0.625,74.291664
0.626,74.362495
0.627,74.45416
0.628,74.52917
0.629,74.59167
0.63,74.612495
0.631,74.637505
0.632,74.645836
0.633,74.70416
0.634,74.770836
0.635,74.862495
0.636,74.941666
0.637,74.98333
0.638,75.05417
0.639,75.066666
0.64,75.100006
0.641,75.11666
0.642,75.18749
0.643,75.25
0.644,75.32499
0.645,75.37083
0.646,75.4375
0.647,75.4625
0.648,75.512505
0.649,75.525
0.65,75.54583
0.651,75.583336
0.652,75.625
0.653,75.674995
0.654,75.73334
0.655,75.80417
0.656,75.887505
0.657,75.9375
0.658,75.9375
0.659,75.94584
0.66,75.95417
0.661,76.0375
0.662,76.07917
0.663,76.145836
0.664,76.17917
0.665,76.225
0.666,76.26666
0.667,76.27917
0.668,76.299995
0.669,76.325005
0.67,76.38333
0.671,76.441666
0.672,76.4875
0.673,76.52917
0.674,76.59167
0.675,76.63333
0.676,76.666664
0.677,76.68333
0.678,76.71667
0.679,76.770836
0.68,76.816666
0.681,76.87917
0.682,76.92501
0.683,76.958336
0.684,76.98334
0.685,76.979164
0.686,77.012505
0.687,77.0375
0.688,77.11667
0.689,77.17917
0.69,77.21667
0.691,77.275
0.692,77.31251
0.693,77.35834
0.694,77.354164
0.695,77.35833
0.696,77.37916
0.697,77.424995
0.698,77.47083
0.699,77.520836
0.7,77.55833
0.701,77.59583
0.702,77.629166
0.703,77.6
0.704,77.604164
0.705,77.60833
0.706,77.67917
0.707,77.73333
0.708,77.762505
0.709,77.80834
0.71,77.85
0.711,77.9125
0.712,77.9625
0.713,77.941666
0.714,77.92084
0.715,77.90417
