Voltage,SummedWeight
0.0,-21.805347204208374
0.0010526315789473684,-7.568166367709637
0.002105263157894737,-2.228908322751522
0.003157894736842105,-13.551917999982834
0.004210526315789474,-18.56697184033692
0.005263157894736842,-28.912253990769386
0.00631578947368421,-28.18658558279276
0.007368421052631579,-12.092944506555796
0.008421052631578947,16.03270861878991
0.009473684210526315,-19.378670904785395
0.010526315789473684,-24.360743690282106
0.011578947368421053,-23.068983409553766
0.01263157894736842,-9.534546669572592
0.013684210526315788,-29.94379499554634
0.014736842105263158,-47.209620237350464
0.015789473684210527,-12.544601233676076
0.016842105263157894,15.858116464689374
0.017894736842105262,-21.11330971121788
0.01894736842105263,-19.278819739818573
0.02,8.935672461986542
0.021052631578947368,12.731235194951296
0.022105263157894735,0.10052068345248699
0.023157894736842106,18.63447281718254
0.024210526315789474,23.33117208816111
0.02526315789473684,-14.870795724913478
0.02631578947368421,-15.451757315546274
0.027368421052631577,-16.734716437757015
0.028421052631578948,-19.45935745537281
0.029473684210526315,-30.166075732558966
0.030526315789473683,-5.6692943423986435
0.031578947368421054,-0.3237932361662388
0.03263157894736842,21.18141684308648
0.03368421052631579,-12.216316543519497
0.034736842105263156,-15.814020536839962
0.035789473684210524,-9.857301760464907
0.03684210526315789,-8.058406015858054
0.03789473684210526,-23.201009958982468
0.03894736842105263,-18.436336610466242
0.04,14.025165669620037
0.04105263157894737,-2.721022206824273
0.042105263157894736,-34.76741427928209
0.0431578947368421,-12.313410894013941
0.04421052631578947,-20.810856834053993
0.04526315789473684,-26.14834436774254
0.04631578947368421,11.183986488729715
0.04736842105263158,-27.668693393468857
0.04842105263157895,-12.365162152796984
0.049473684210526316,-15.679248473607004
0.05052631578947368,-32.78436079621315
0.05157894736842105,-8.98903625831008
0.05263157894736842,-12.956750439479947
0.053684210526315786,-6.511450037360191
0.05473684210526315,3.233183778822422
0.05578947368421053,7.588523577898741
0.056842105263157895,-11.148954775184393
0.05789473684210526,-12.797051003202796
0.05894736842105263,-26.68307536840439
0.06,9.926920329220593
0.061052631578947365,-14.625717796385288
0.06210526315789473,-31.67095474153757
0.06315789473684211,-32.82180818915367
0.06421052631578947,1.931755074299872
0.06526315789473684,-13.953119281679392
0.0663157894736842,-10.115143846720457
0.06736842105263158,-4.878662648610771
0.06842105263157895,-16.03339991532266
0.06947368421052631,4.465319344773889
0.07052631578947369,-28.060584902763367
0.07157894736842105,-10.544908560812473
0.07263157894736842,-19.19800995849073
0.07368421052631578,-4.653300851583481
0.07473684210526316,-10.8816312327981
0.07578947368421052,0.5085206832736731
0.07684210526315789,-2.20557713881135
0.07789473684210527,5.8073950707912445
0.07894736842105263,-18.172487191855907
0.08,-11.973334783688188
0.08105263157894736,-18.790299529209733
0.08210526315789474,-11.88159766048193
0.0831578947368421,-26.729209177196026
0.08421052631578947,-23.786171227693558
0.08526315789473685,-4.39287980645895
0.0863157894736842,-7.546722159720957
0.08736842105263158,-7.8858206467702985
0.08842105263157894,-7.591115780174732
0.08947368421052632,-2.6927603855729103
0.09052631578947368,-4.437846057116985
0.09157894736842105,2.2055876031517982
0.09263157894736843,-11.825564751401544
0.09368421052631579,-3.4446772690862417
0.09473684210526316,6.307457928545773
0.09578947368421052,-9.3096027597785
0.0968421052631579,16.400684593245387
0.09789473684210526,-6.137547058053315
0.09894736842105263,-7.42867181263864
0.09999999999999999,-9.105964213609695
0.10105263157894737,-16.851132079958916
0.10210526315789474,-14.006092159077525
0.1031578947368421,-14.254450775682926
0.10421052631578948,-5.728830421343446
0.10526315789473684,-3.069232312962413
0.10631578947368421,-18.63356388360262
0.10736842105263157,-12.300560414791107
0.10842105263157895,-9.082738382741809
0.1094736842105263,-0.12050038576126099
0.11052631578947368,-25.92350672185421
0.11157894736842106,-12.652085568755865
0.11263157894736842,-10.109468203037977
0.11368421052631579,-5.021257888525724
0.11473684210526315,-19.043983601033688
0.11578947368421053,-8.897307828068733
0.11684210526315789,-20.14855099003762
0.11789473684210526,-10.03825953323394
0.11894736842105263,-8.250710386782885
0.12,-12.767613969743252
0.12105263157894737,-21.40977735631168
0.12210526315789473,-1.7737854793667793
0.1231578947368421,-32.23360541462898
0.12421052631578947,-20.16679624468088
0.12526315789473683,-4.501638015732169
0.12631578947368421,-1.9014357654377818
0.12736842105263158,-8.988096743822098
0.12842105263157894,-7.189441487193108
0.12947368421052632,-14.339404858648777
0.13052631578947368,-19.094542786478996
0.13157894736842105,-11.194018697366118
0.1326315789473684,-14.596183627843857
0.1336842105263158,-14.272475617006421
0.13473684210526315,-21.358877759426832
0.13578947368421052,-16.99765644222498
0.1368421052631579,-20.303208585828543
0.13789473684210526,-14.055632561445236
0.13894736842105262,-14.078712776303291
0.13999999999999999,-11.311095297336578
0.14105263157894737,-7.491132993251085
0.14210526315789473,-11.496447585523129
0.1431578947368421,-26.51686259917915
0.14421052631578948,-12.612906927708536
0.14526315789473684,-16.568799637258053
0.1463157894736842,-23.497319981455803
0.14736842105263157,-9.583150625228882
0.14842105263157895,-36.46894058585167
0.14947368421052631,-12.077558127231896
0.15052631578947367,-25.186476036906242
0.15157894736842104,-4.579688727855682
0.15263157894736842,-32.52032305300236
0.15368421052631578,-32.42343392968178
0.15473684210526314,-29.347731485962868
0.15578947368421053,-26.33251902088523
0.1568421052631579,-13.56800670363009
0.15789473684210525,-30.305289804935455
0.15894736842105261,-36.104186087846756
0.16,-17.995257705450058
0.16105263157894736,-14.116822523996234
0.16210526315789472,-29.205794893205166
0.1631578947368421,-34.10218722652644
0.16421052631578947,-37.6229250729084
0.16526315789473683,-28.65960668772459
0.1663157894736842,-24.532470986247063
0.16736842105263158,-31.344938427209854
0.16842105263157894,-22.732809126377106
0.1694736842105263,-20.509647123515606
0.1705263157894737,-17.382269397377968
0.17157894736842105,-17.007173970341682
0.1726315789473684,-30.601782634854317
0.17368421052631577,-37.79164419323206
0.17473684210526316,-34.021407186985016
0.17578947368421052,-35.73763869702816
0.17684210526315788,-26.160520613193512
0.17789473684210527,-29.26972560584545
0.17894736842105263,-30.18065309897065
0.18,-41.44368579983711
0.18105263157894735,-27.979289814829826
0.18210526315789474,-41.88069409132004
0.1831578947368421,-38.98408382385969
0.18421052631578946,-35.64614099264145
0.18526315789473685,-26.09625036548823
0.1863157894736842,-32.2009859085083
0.18736842105263157,-38.90068084001541
0.18842105263157893,-36.27735137939453
0.18947368421052632,-37.69253307580948
0.19052631578947368,-27.89864720776677
0.19157894736842104,-33.43338626623154
0.1926315789473684,-38.33081579208374
0.1936842105263158,-35.49901723861694
0.19473684210526315,-42.855151414871216
0.1957894736842105,-32.83596695959568
0.1968421052631579,-44.430334001779556
