Potential (V),Current (µA)
0.0,-10.0
0.001,-11.666667
0.002,-11.666667
0.003,-12.5
0.004,-10.833333
0.005,-11.666667
0.006,-10.833333
0.007,-10.833333
0.008,-10.833333
0.009,-11.666667
0.01,-11.666667
0.011,-11.666667
0.012,-10.833333
0.013,-11.666667
0.014,-10.833333
0.015,-10.0
0.016,-9.166667
0.017,-9.166667
0.018,-10.0
0.019,-10.0
0.02,-9.166667
0.021,-9.166667
0.022,-10.0
0.023,-10.833333
0.024,-13.333333
0.025,-12.5
0.026,-15.0
0.027,-12.5
0.028,-12.5
0.029,-10.0
0.03,-10.0
0.031,-8.333333
0.032,-7.5
0.033,-7.5
0.034,-9.166667
0.035,-10.0
0.036,-10.0
0.037,-10.0
0.038,-10.0
0.039,-9.166667
0.04,-10.0
0.041,-10.0
0.042,-10.833333
0.043,-10.833333
0.044,-11.666667
0.045,-11.666667
0.046,-10.833333
0.047,-7.5
0.048,-7.5
0.049,-7.5
0.05,-10.0
0.051,-10.0
0.052,-9.166667
0.053,-9.166667
0.054,-9.166667
0.055,-10.0
0.056,-10.0
0.057,-10.0
0.058,-10.0
0.059,-7.5
0.06,-8.333333
0.061,-9.166667
0.062,-11.666667
0.063,-10.833333
0.064,-10.0
0.065,-10.0
0.066,-10.0
0.067,-9.166667
0.068,-9.166667
0.069,-10.0
0.07,-10.833333
0.071,-10.833333
0.072,-9.166667
0.073,-8.333333
0.074,-9.166667
0.075,-10.833333
0.076,-11.666667
0.077,-11.666667
0.078,-11.666667
0.079,-11.666667
0.08,-10.833333
0.081,-10.0
0.082,-9.166667
0.083,-9.166667
0.084,-8.333333
0.085,-9.166667
0.086,-9.166667
0.087,-10.0
0.088,-10.0
0.089,-10.833333
0.09,-12.5
0.091,-10.833333
0.092,-10.833333
0.093,-7.5
0.094,-10.0
0.095,-8.333333
0.096,-10.0
0.097,-8.333333
0.098,-9.166667
0.099,-8.333333
0.1,-9.166667
0.101,-9.166667
0.102,-10.0
0.103,-10.0
0.104,-10.833333
0.105,-10.833333
0.106,-10.833333
0.107,-10.0
0.108,-10.0
0.109,-9.166667
0.11,-10.0
0.111,-10.0
0.112,-10.833333
0.113,-10.0
0.114,-9.166667
0.115,-9.166667
0.116,-9.166667
0.117,-10.0
0.118,-10.0
0.119,-9.166667
0.12,-8.333333
0.121,-8.333333
0.122,-8.333333
0.123,-9.166667
0.124,-9.166667
0.125,-10.0
0.126,-10.0
0.127,-9.166667
0.128,-8.333333
0.129,-8.333333
