Potential (V),Current (µA)
0.0,-10.0
0.001,-10.0
0.002,-10.833333
0.003,-10.833333
0.004,-10.833333
0.005,-10.0
0.006,-10.833333
0.007,-10.833333
0.008,-10.833333
0.009,-10.0
0.01,-10.0
0.011,-10.833333
0.012,-10.833333
0.013,-10.833333
0.014,-10.0
0.015,-9.166667
0.016,-9.166667
0.017,-8.333333
0.018,-9.166667
0.019,-9.166667
0.02,-10.0
0.021,-10.0
0.022,-10.0
0.023,-10.0
0.024,-10.0
0.025,-10.833333
0.026,-11.666667
0.027,-11.666667
0.028,-8.333333
0.029,-7.5
0.03,-6.6666665
0.031,-8.333333
0.032,-8.333333
0.033,-9.166667
0.034,-10.833333
0.035,-10.833333
0.036,-10.833333
0.037,-10.0
0.038,-10.0
0.039,-10.0
0.04,-10.0
0.041,-10.0
0.042,-10.0
0.043,-10.833333
0.044,-10.0
0.045,-10.0
0.046,-10.0
0.047,-10.833333
0.048,-11.666667
0.049,-10.833333
0.05,-10.833333
0.051,-10.833333
0.052,-10.833333
0.053,-11.666667
0.054,-10.833333
0.055,-12.5
0.056,-10.833333
0.057,-10.833333
0.058,-9.166667
0.059,-10.0
0.06,-10.0
0.061,-10.0
0.062,-10.833333
0.063,-11.666667
0.064,-11.666667
0.065,-10.833333
0.066,-10.0
0.067,-10.0
0.068,-10.0
0.069,-10.0
0.07,-10.833333
0.071,-10.833333
0.072,-10.833333
0.073,-10.0
0.074,-10.0
0.075,-10.0
0.076,-10.0
0.077,-10.0
0.078,-10.0
0.079,-9.166667
0.08,-9.166667
0.081,-8.333333
0.082,-6.6666665
0.083,-5.8333335
0.084,-6.6666665
0.085,-8.333333
0.086,-9.166667
0.087,-9.166667
0.088,-10.833333
0.089,-11.666667
0.09,-10.833333
0.091,-10.833333
0.092,-10.0
0.093,-8.333333
0.094,-7.5
0.095,-7.5
0.096,-10.0
0.097,-10.0
0.098,-10.0
0.099,-10.0
0.1,-10.0
0.101,-10.0
0.102,-10.0
0.103,-10.0
0.104,-10.0
0.105,-10.833333
0.106,-10.833333
0.107,-10.0
0.108,-9.166667
0.109,-10.0
0.11,-10.0
0.111,-10.0
0.112,-9.166667
0.113,-10.0
0.114,-10.0
0.115,-10.0
0.116,-9.166667
0.117,-9.166667
0.118,-9.166667
0.119,-10.0
0.12,-9.166667
0.121,-9.166667
0.122,-9.166667
0.123,-10.0
0.124,-10.0
0.125,-10.0
0.126,-8.333333
0.127,-7.5
0.128,-6.6666665
0.129,-8.333333
0.13,-9.166667
0.131,-9.166667
0.132,-9.166667
0.133,-9.166667
0.134,-10.0
0.135,-10.0
0.136,-10.833333
0.137,-10.833333
0.138,-10.833333
0.139,-9.166667
0.14,-9.166667
0.141,-9.166667
0.142,-10.0
0.143,-10.0
0.144,-9.166667
0.145,-9.166667
0.146,-9.166667
0.147,-10.0
0.148,-10.0
0.149,-10.0
0.15,-10.0
0.151,-10.0
0.152,-9.166667
0.153,-9.166667
0.154,-8.333333
0.155,-10.0
0.156,-10.0
0.157,-10.833333
0.158,-9.166667
0.159,-9.166667
0.16,-9.166667
0.161,-9.166667
0.162,-8.333333
0.163,-7.5
0.164,-6.6666665
0.165,-6.6666665
0.166,-7.5
0.167,-9.166667
0.168,-9.166667
0.169,-8.333333
0.17,-7.5
0.171,-8.333333
0.172,-9.166667
0.173,-10.833333
0.174,-10.0
0.175,-10.0
0.176,-8.333333
0.177,-7.5
0.178,-7.5
0.179,-8.333333
0.18,-9.166667
0.181,-8.333333
0.182,-7.5
0.183,-7.5
0.184,-8.333333
0.185,-8.333333
0.186,-9.166667
0.187,-9.166667
0.188,-9.166667
0.189,-8.333333
0.19,-8.333333
0.191,-7.5
0.192,-8.333333
0.193,-7.5
0.194,-7.5
0.195,-7.5
0.196,-6.6666665
0.197,-7.5
0.198,-6.6666665
0.199,-8.333333
0.2,-8.333333
0.201,-7.5
0.202,-7.5
0.203,-8.333333
0.204,-10.0
0.205,-9.166667
0.206,-8.333333
0.207,-7.5
0.208,-8.333333
0.209,-8.333333
0.21,-8.333333
0.211,-6.6666665
0.212,-5.8333335
0.213,-5.0
0.214,-5.8333335
0.215,-5.8333335
0.216,-5.8333335
0.217,-5.8333335
0.218,-6.6666665
0.219,-7.5
0.22,-8.333333
0.221,-7.5
0.222,-6.6666665
0.223,-5.8333335
0.224,-5.8333335
0.225,-6.6666665
0.226,-6.6666665
0.227,-6.6666665
0.228,-7.5
0.229,-7.5
0.23,-8.333333
0.231,-7.5
0.232,-6.6666665
0.233,-5.8333335
0.234,-5.8333335
0.235,-5.8333335
0.236,-7.5
0.237,-7.5
0.238,-6.6666665
0.239,-5.8333335
0.24,-3.3333333
0.241,-3.3333333
0.242,-3.3333333
0.243,-5.0
0.244,-6.6666665
0.245,-6.6666665
0.246,-5.8333335
0.247,-5.0
0.248,-5.0
0.249,-5.8333335
0.25,-5.8333335
0.251,-5.0
0.252,-5.0
0.253,-5.8333335
0.254,-5.8333335
0.255,-4.1666665
0.256,-5.0
0.257,-5.8333335
0.258,-7.5
0.259,-5.8333335
0.26,-5.0
0.261,-4.1666665
0.262,-5.8333335
0.263,-5.8333335
0.264,-6.6666665
0.265,-5.0
0.266,-5.8333335
0.267,-5.0
0.268,-4.1666665
0.269,-2.5
0.27,-2.5
0.271,-3.3333333
0.272,-5.0
0.273,-5.0
0.274,-4.1666665
0.275,-2.5
0.276,-2.5
0.277,-1.6666666
0.278,-0.8333333
0.279,-1.6666666
0.28,-4.1666665
0.281,-5.0
0.282,-5.8333335
0.283,-5.0
0.284,-4.1666665
0.285,-1.6666666
0.286,0.0
0.287,0.0
0.288,0.0
0.289,0.0
0.29,0.0
0.291,0.8333333
0.292,0.8333333
0.293,0.0
0.294,-0.8333333
0.295,-1.6666666
0.296,-0.8333333
0.297,-1.6666666
0.298,-1.6666666
0.299,-1.6666666
0.3,-0.8333333
0.301,0.0
0.302,0.0
0.303,0.0
0.304,1.6666666
0.305,3.3333333
0.306,3.3333333
0.307,1.6666666
0.308,0.8333333
0.309,0.8333333
0.31,0.0
0.311,-0.8333333
0.312,-0.8333333
0.313,0.0
0.314,0.0
0.315,0.8333333
0.316,0.8333333
0.317,0.8333333
0.318,0.8333333
0.319,1.6666666
0.32,1.6666666
0.321,1.6666666
0.322,1.6666666
0.323,2.5
0.324,2.5
0.325,3.3333333
0.326,4.1666665
0.327,4.1666665
0.328,3.3333333
0.329,3.3333333
0.33,4.1666665
0.331,4.1666665
0.332,4.1666665
0.333,5.0
0.334,6.6666665
0.335,8.333333
0.336,7.5
0.337,6.6666665
0.338,5.0
0.339,5.8333335
0.34,8.333333
